Číslo SME ;Provozovatel ;Adresa;Město ;PSČ;Telefon;e-mail;Kraj;ORP;Kategorie vozidel ;Druh stanice 
460721;DEKRA CZ a.s.;Pod Budínem 1699;Rychnov nad Kněžnou;51601;494620226;stk-rychnov@dekra.cz;Královéhradecký kraj;Rychnov nad Kněžnou;NULL;NULL
460803;SEMAK spol. s r.o.;Bořkovská 147;Semily;51301;481623555;prodej@citroensemily.cz;Liberecký kraj;Semily;M1,N1,Z;Zážehový motor
460804;Jan König, DiS.;Lestkov 4;Radostná pod Kozákovem;51263;724 022 243;autokonig@seznam.cz;Liberecký kraj;Turnov;NULL;NULL
460805;Integrovaná střední škola, Vysoké nad Jizerou, Dr.;Dr. Farského 300;Vysoké nad Jizerou;51211;725834861;STK3621@atlas.cz;Liberecký kraj;Semily;NULL;NULL
460808;AUTO JUNEK, s.r.o.;Studenec 291;Studenec;51233;481595265;servis@autojunek.cz;Liberecký kraj;Jilemnice;NULL;NULL
460815;Jaroslav Janeček;Nádražní 1099;Turnov;51101;722926801;jajanecek@seznam.cz;Liberecký kraj;Turnov;NULL;NULL
460818;STK Turnov, s.r.o.;Nudvojovická 1681;Turnov;51101;481325637;stkturnov@tiscali.cz;Liberecký kraj;Turnov;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LNG,LPG,Vznětový motor,Zážehový motor
460819;HAVEX-auto s.r.o.;Pod Černým mostem 577;Semily;51301;481 622 085;jakub.svoboda@havex.cz;Liberecký kraj;Semily;NULL;NULL
460820;Jiří Machek - HYDROMA;K Javorku 982;Jilemnice;51401;737678212;stk.jilemnice@centrum.cz;Liberecký kraj;Jilemnice;NULL;NULL
460821;Dušan Hyška;Přepeře 227;Turnov;51101;603826251;dusan.hyska@seznam.cz;Liberecký kraj;Turnov;NULL;NULL
460903;František Žabokrtský;Trstenická 932;Litomyšl;57001;604335830;frantisek.zabokrtsky@seznam.cz;Pardubický kraj;Litomyšl;NULL;NULL
460908;Miloslav Bulva;Petrusova 1658/2;Svitavy;56802;461541019;m.bulva@tiscali.cz;Pardubický kraj;Svitavy;NULL;NULL
460911;P & V - EKOTRADING s.r.o.;náměstí Míru 86/12;Svitavy;56802;606642805;ekotrad22@seznam.cz;Pardubický kraj;Svitavy;NULL;NULL
460914;AGRODÍLNA Oldřiš, s.r.o.;Oldřiš 258;Oldřiš;56982;721118829;agrodilna@seznam.cz;Pardubický kraj;Polička;NULL;NULL
460917;ABERA spol. s r.o.;Svitavská 1610;Moravská Třebová;57101;461315566;mt@abera.cz;Pardubický kraj;Moravská Třebová;NULL;NULL
461003;AUTOSTYL a.s.;Horská 579;Trutnov;54101;499 309 112 + 499 309 111;pajer@autostyl.eu;Královéhradecký kraj;Trutnov;NULL;NULL
461004;AUTO QUALT, s.r.o.;Choustníkovo Hradiště 176;Choustníkovo Hradiště;54442;499392135;p.rausa@autoqualt.cz;Královéhradecký kraj;Dvůr Králové nad Labem;NULL;NULL
461011;HAVEX-auto s.r.o.;Na Bělidle 503;Vrchlabí;54301;499 406 318;info@havex.cz;Královéhradecký kraj;Vrchlabí;NULL;NULL
461016;MJ Vrchlabí spol. s r.o.;Na Bělidle 1652;Vrchlabí;54301;499692899;stk.vrchlabi@centrum.cz;Královéhradecký kraj;Vrchlabí;NULL;NULL
461020;Jan Záruba;Horská 167;Trutnov;54102;603 782 457;janzaruba56@seznam.cz;Královéhradecký kraj;Trutnov;NULL;NULL
461021;DEKRA CZ a.s.;Nedbalova 573;Dvůr Králové nad Labem;54401;499622506;stkdk@dekra.cz;Královéhradecký kraj;Dvůr Králové nad Labem;C,M1,N1,T,Z;CNG,LNG,LPG,Vznětový motor,Zážehový motor
461026;Ing. Vladimír Matějka;Lampertice 158;Lampertice ;54101;603 214 980;vm.ocelot@seznam.cz;Královéhradecký kraj;Trutnov;NULL;NULL
461027;AUTO INZAT s.r.o.;Preslova 441;Dvůr Králové nad Labem;54401;499320582;renault@autoinzat.cz;Královéhradecký kraj;Dvůr Králové nad Labem;NULL;NULL
461028;STK Trutnov s.r.o.;Horská 932;Trutnov;54101;499 309 199;stk@stk-trutnov.cz;Královéhradecký kraj;Trutnov;NULL;NULL
461101;Jaroslav Chaloupka-Autoslužby;Lhotka 76;Česká Třebová;56002;606318367;chaloupka32@seznam.cz;Pardubický kraj;Česká Třebová;NULL;NULL
461103;DEKRA CZ a.s.;U Koupaliště 180;Jablonné nad Orlicí;56164;465642945;petr.machacek@dekra.com;Pardubický kraj;Žamberk;NULL;NULL
461112;Střední škola automobilní Ústí nad Orlicí;Třebovská 348;Ústí nad Orlicí;56203;604640648;kberan@skola-auto.cz;Pardubický kraj;Ústí nad Orlicí;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LNG,LPG,Vznětový motor,Zážehový motor
461119;GLOBAL ATC CZ s.r.o.;Nádražní 568;Žamberk;56401;465612470;info@globalatc.cz;Pardubický kraj;Žamberk;C,M1,M2,N1,N2,T;CNG,LPG,Vznětový motor,Zážehový motor
461123;PROFISTAV Litomyšl, a.s.;Tisová 4;Vysoké Mýto;56601;724005432;dilny@profistav.cz;Pardubický kraj;Vysoké Mýto;NULL;NULL
461129;DEKRA CZ a.s.;Podbranská 2047;Česká Třebová;56002;465531007;stk-ceskatrebova@dekra.com;Pardubický kraj;Česká Třebová;NULL;NULL
461130;AUTOSERVIS KOS s.r.o.;Ústecká 28;Česká Třebová;56002;603510060;zdenek.kocman@smejdir.cz;Pardubický kraj;Česká Třebová;NULL;NULL
461131;STK Ústí s.r.o.;Letohradská 100;Ústí nad Orlicí;56201;465520174;info@stkusti.cz;Pardubický kraj;Ústí nad Orlicí;M1,M2,N1,N2,T;CNG,LNG,LPG,Vznětový motor,Zážehový motor
461132;STK a SME Vračovice s.r.o.;Vračovice 1;Vračovice-Orlov;56601;465320634;stk.vracovice@vysokemyto.cz;Pardubický kraj;Vysoké Mýto;M1,N1;Vznětový motor,Zážehový motor
461133;Synek Auto s.r.o.;Podbranská 971;Česká Třebová;56002;776171979;hana.synkova@tiscali.cz;Pardubický kraj;Česká Třebová;M1,N1;Vznětový motor,Zážehový motor
461134;LUTUM s.r.o.;Průmyslová 161;Vysoké Mýto;56601;777655370;martinkrska@kntruck.cz;Pardubický kraj;Vysoké Mýto;NULL;NULL
461135;AUTOSERVIS spol. s r.o.;Vraclavská 523;Vysoké Mýto;56601;465420738;sme.myto@email.cz;Pardubický kraj;Vysoké Mýto;C,M1,N1,T,Z;CNG,LNG,LPG,Vznětový motor,Zážehový motor
461136;AUTO SEDLÁČEK, s.r.o.;Dukelských hrdinů 1154;Lanškroun;56301;607066372;emisesedlacek@seznam.cz;Pardubický kraj;Lanškroun;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LNG,LPG,Vznětový motor,Zážehový motor
470101;Střední škola André Citroëna Boskovice, příspěvkov;náměstí 9. května 2153/2a;Boskovice;68011;725879309;skola@skolaac.cz;Jihomoravský kraj;Boskovice;NULL;NULL
470106;T - CAR spol. s r.o.;Dřevařská 2263;Boskovice;68001;516453109;jiri.tlamka@hyundaiboskovice.cz;Jihomoravský kraj;Boskovice;M1,N1;Vznětový motor,Zážehový motor
470116;TOP AUTOSALON BLANSKO s.r.o.;Svitavská 2329;Blansko;67801;608975466;z.nemec@topautosalon.cz;Jihomoravský kraj;Blansko;NULL;NULL
470117;Auto STK spol. s r.o.;Dřevařská 2250;Boskovice;68001;516453191;info@stk-boskovice.cz;Jihomoravský kraj;Boskovice;M1,N1,T;CNG,LPG,Vznětový motor,Zážehový motor
470118;TOP 1 spol. s r.o.;Poříčí 17;Blansko;67801;516410510;stkblansko@iol.cz;Jihomoravský kraj;Blansko;M1,N1,T;CNG,LPG,Vznětový motor,Zážehový motor
470202;STK Královo Pole, s.r.o.;Sladkovského 2834/7;Brno;61200;541212116;info@stkkralovopole.cz;Jihomoravský kraj;Brno;NULL;NULL
470210;AUTONOVA BRNO s.r.o.;Masná 418/20;Brno;60200;543424236;dvorak@autonova.cz;Jihomoravský kraj;Brno;M1,N1;CNG,LPG,Vznětový motor,Zážehový motor
470211;DEKRA CZ a.s.;Opavská 26/8;Brno;63900;777114375;marek.cermak@dekra.com;Jihomoravský kraj;Brno;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LPG,Vznětový motor,Zážehový motor
470214;Kopecký J+M, s.r.o.;Čechyňská 23;Brno;60200;544501401+544501403;repa@famko.cz;Jihomoravský kraj;Brno;NULL;NULL
470220;Ing. Jiří Fasora;Řípská 960/9a;Brno;62700;545218668;fasora.brno@seznam.cz;Jihomoravský kraj;Brno;NULL;NULL
470224;ATOMA Autocentrum s.r.o.;Sladkovského 15;Brno;61200;541241557+601601226;servis@fordatoma.cz;Jihomoravský kraj;Brno;NULL;NULL
470239;Auto BALVIN spol. s r.o.;U Červeného mlýna 3;Brno;61200;541247635;vedeni@hyundaibrno.cz;Jihomoravský kraj;Brno;NULL;NULL
470243;Autosalon HORA CZ a.s.;Štouračova 1154/1a;Brno;63500;736626398;roman.horacek@autosalonhora.cz;Jihomoravský kraj;Brno;NULL;NULL
470244;Autocentrum ROS, a.s.;Poříčí 805/1c;Brno;60300;530501235;ludek.hradil@rosauto.cz;Jihomoravský kraj;Brno;NULL;NULL
470260;OPPORTUNITY, spol. s r. o.;Sedláčkova 10;Brno;62800;544424611;info@opportunity.cz;Jihomoravský kraj;Brno;NULL;NULL
470263;Direct auto Brno, s.r.o.;Žarošická 4308/21;Brno;62800;518700000;libor.franz@direct-auto.cz;Jihomoravský kraj;Brno;M1,N1;Vznětový motor,Zážehový motor
470269;Auto Unger s.r.o.;Podruhova 2684/5;Brno;62800;545215446;agw@agw.cz;Jihomoravský kraj;Brno;M1,N1;CNG,LPG,Vznětový motor,Zážehový motor
470272;MIJA AUTOCENTRUM, s.r.o.;Provazníkova 1480/90;Brno;61400;545245277+737189771;servis@subaru-mija.cz;Jihomoravský kraj;Brno;NULL;NULL
470277;J.P.N. Cars s.r.o.;Hviezdoslavova 57;Brno;62700;545231352;servis@nissan-jpn.cz;Jihomoravský kraj;Brno;M1,N1;Vznětový motor,Zážehový motor
470279;AMK Královo Pole, s.r.o.;Sladkovského 2834/7;Brno;61200;541212116;sylva-stk@volny.cz;Jihomoravský kraj;Brno;NULL;NULL
470285;Heřman Fitz s.r.o.;Dufkovo nábřeží 230/5;Brno;61900;731475339;service@fitz-bosch.com;Jihomoravský kraj;Brno;C,M1,M2,M3,N1,N2,N3,T,Z;Vznětový motor
470287;Tourbus, a.s.;Rosická 20;Brno;60200;725403630;kopecky.man@gmail.com;Jihomoravský kraj;Brno;NULL;NULL
470292;Integrovaná střední škola automobilní Brno, příspě;Křižíkova 15;Brno;61200;731946408;pavel.horacek@issabrno.cz;Jihomoravský kraj;Brno;NULL;NULL
470293;Scania Czech Republic s.r.o.;Hájecká 14;Brno;61800;515500500;servis.brno@scania.cz;Jihomoravský kraj;Brno;NULL;NULL
470294;Heřman Fitz s.r.o.;Kulkova 4001/4;Brno;61500;777803527;service@fitz-bosch.com;Jihomoravský kraj;Brno;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LPG,Vznětový motor,Zážehový motor
470299;STK BRNO s.r.o.;Vídeňská 267/106d;Brno;61900;547212884+547212875;stkbrno@seznam.cz;Jihomoravský kraj;Brno;M1,N1;CNG,LPG,Vznětový motor,Zážehový motor
470310;KORAL, s.r.o.;U Střelnice 1729;Tišnov;66601;737545817;navratil@koral.biz;Jihomoravský kraj;Tišnov;M1,N1;CNG,LPG,Vznětový motor,Zážehový motor
470318;DEKRA CZ a.s.;ČS. Armády;Slavkov u Brna;68401;773944999;bronislav.cagasek@dekra.com;Jihomoravský kraj;Slavkov u Brna;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LPG,Vznětový motor,Zážehový motor
470324;STK  MODŘICE s.r.o.;Brněnská 404;Modřice;66442;724555777;stk@stkmodrice.cz;Jihomoravský kraj;Šlapanice;C,M1,N1,T;CNG,LNG,LPG,Vznětový motor,Zážehový motor
470325;Stanislav Pelant;Malinovského 448;Zbraslav;66484;546213323;pelantstanislav@seznam.cz;Jihomoravský kraj;Rosice;M1,N1;CNG,LNG,LPG,Vznětový motor,Zážehový motor
470326;JAPO - transport s.r.o.;Vintrovna 395/25;Popůvky;66441;731557890;ansorge@japotransport.cz;Jihomoravský kraj;Šlapanice;NULL;NULL
470327;TOP Autoservis Tišnov s.r.o.;Bezručova 1751;Tišnov;66601;549411941;psadilek@autoservistisnov.cz;Jihomoravský kraj;Tišnov;NULL;NULL
470401;Střední půmyslová škola Edvarda Beneše a Obchodní ;nábř. Komenského 1126/1;Břeclav;69025;519308139;skola@spsbv.cz;Jihomoravský kraj;Břeclav;M1,N1,T;Vznětový motor,Zážehový motor
470403;AGROTEC a.s.;Brněnská 74;Hustopeče;69301;519402843;marak@agrotec.cz;Jihomoravský kraj;Hustopeče;NULL;NULL
470414;AUTO WOZAR s.r.o.;Mikulovská 720;Lednice;69144;518328307;mmakovicka@autowozar.cz;Jihomoravský kraj;Břeclav;NULL;NULL
470415;Libor Kurimai;Brněnská 993;Pohořelice;69123;519424360;kurimai@cbox.cz;Jihomoravský kraj;Pohořelice;NULL;NULL
470419;Spěvák Stanislav;1. máje 134;Velké Bílovice;69102;777077794;auto.kosmo@seznam.cz;Jihomoravský kraj;Břeclav;M1,M2,N1,N2,T;LPG,Vznětový motor,Zážehový motor
470502;Tomáš Vykoukal;U Řadovek 390;Zlín;76314;776 293 540;tomas.vykoukal@post.cz;Zlínský kraj;Zlín;NULL;NULL
470508;Jaroslav Orsák AUTOoPRAVNA;Brumovská 279;Valašské Klobouky;76601;577320732;atos-stk3732@volny.cz;Zlínský kraj;Valašské Klobouky;C,M1,M2,N1,N2,T,Z;CNG,LPG,Vznětový motor,Zážehový motor
470509;Lubomír Šilhavík;Prštné, Náves;Zlín;76001;603 813 963;simev@email.cz;Zlínský kraj;Zlín;NULL;NULL
470515;Břetislav Petráš;Uherskobrodská 634;Luhačovice;76326;603542137;autoservispetras@seznam.cz;Zlínský kraj;Luhačovice;M1,M2,N1,N2,N3;CNG,LPG,Vznětový motor,Zážehový motor
470518;DEKRA CZ a.s.;třída 3.Května 850;Zlín- Malenovice;76302;602 509 470;stkzlin.cz@dekra.com;Zlínský kraj;Zlín;M1,N1;Vznětový motor,Zážehový motor
470530;UNICARS CZ s.r.o.;Tečovská ;Zlín;76302;577133333 + 739570811;emise@unicars.cz;Zlínský kraj;Zlín;NULL;NULL
470533;DEKRA CZ a.s.;třída 3.Května 850;Zlín;76302;577 104 344;stkzlin.cz@dekra.com;Zlínský kraj;Zlín;C,M1,M2,M3,N1,N2,N3,T,Z;Vznětový motor,Zážehový motor
470535;Rudolf Mynařík;Stará Cesta 452;Zlín-Štípa;76314;602728991;AVIM@volny.cz;Zlínský kraj;Zlín;NULL;NULL
470537;Radek Černocký;Hrazanská 21;Luhačovice;76326;603879882;radek.cernocky@seznam.cz;Zlínský kraj;Luhačovice;NULL;NULL
470538;Scania Czech Republic s.r.o.;Razov;Vizovice;76312;739543539;jiri.ponizil@scania.cz;Zlínský kraj;Vizovice;NULL;NULL
470540;Jaroslav Holý;Kašava 251;Kašava;76319;577 467 777 + 608 467 777;holyjaroslav@volny.cz;Zlínský kraj;Zlín;NULL;NULL
470541;Jana Raková;Horní náměstí 96;Slavičín;76321;731109057;autodilyrakova@seznam.cz;Zlínský kraj;Luhačovice;NULL;NULL
470542;DEKRA CZ a.s.;Letiště  1894;Otrokovice;76502;577106006;stkotrokovice.cz@dekra.com;Zlínský kraj;Otrokovice;NULL;NULL
470543;DEKRA CZ a.s.;třída 3. května 850;Zlín;76302;577104344;stkzlin.cz@dekra.com;Zlínský kraj;Zlín;C,M1,M2,M3,N1,N2,T,Z;CNG,LPG,Vznětový motor,Zážehový motor
470544;DEKRA CZ a.s.;Luční Čtvrť 1824;Staré Město;68603;601067804;stkstaremesto.cz@dekra.com;Zlínský kraj;Uherské Hradiště;NULL;NULL
470603;K V H , spol. s r. o.;Měšťanská 186/40;Hodonín;69501;518353880;lubomir.kuca@centrum.cz;Jihomoravský kraj;Hodonín;NULL;NULL
470618;Jaroslav Novotný;Olšovská 694;Bzenec;69681;604285526;novotny@autoservisbzenec.cz;Jihomoravský kraj;Kyjov;M1,N1;Vznětový motor,Zážehový motor
470619;Luděk Olša;U Bzinku 1169;Bzenec;69681;602703780;autogas@destaservis.cz;Jihomoravský kraj;Kyjov;NULL;NULL
470620;Josef Bílík;Hodonínská 952;Dolní Bojanovice;69617;518372333;autoopravnabilik@seznam.cz;Jihomoravský kraj;Hodonín;NULL;NULL
470621;TOP CENTRUM car s.r.o.;Strážovská 958;Kyjov;69701;518309111;emise@topcentrumcar.cz;Jihomoravský kraj;Kyjov;NULL;NULL
470624;VISTA car s.r.o.;Brněnská 3955/71;Hodonín;69501;518394930;servis@vistacar.cz;Jihomoravský kraj;Hodonín;M1,N1;Vznětový motor,Zážehový motor
470630;ESTEKO s.r.o.;tř. Masarykova 1663;Veselí nad Moravou;69801;518324460;stkveseli@esteko.cz;Jihomoravský kraj;Veselí nad Moravou;NULL;NULL
470631;Pavel Podrazil;Velkomoravská 4188/83B;Hodonín;69501;774418801;auto.podrazil@seznam.cz;Jihomoravský kraj;Hodonín;NULL;NULL
470632;Pavel Chaloupka;Sv. Čecha 3851/11;Hodonín;69501;602533727;autochal@autochal.cz;Jihomoravský kraj;Hodonín;NULL;NULL
470633;STK Kyjov s.r.o.;Boršovská 2622/91;Kyjov;69701;518615140;stkkyjov@wo.cz;Jihomoravský kraj;Kyjov;NULL;NULL
470634;ESTEKO s.r.o.;Měšťanská 4339/146A;Hodonín;69501;518351102;stkhodonin@esteko.cz;Jihomoravský kraj;Hodonín;M1,M2,M3,N1,N2,N3,T;Vznětový motor,Zážehový motor
470708;Střední škola průmyslová, technická a automobilní ;Školní 1a;Jihlava;58601;723517330;vyskocil@ssptaji.cz;Vysočina;Jihlava;NULL;NULL
470709;Louda Auto a.s.;Znojemská 4461/86a;Jihlava;58601;724338233;pkosztolanyi@automaca.cz;Vysočina;Jihlava;M1,N1;CNG,LPG,Vznětový motor,Zážehový motor
470711;Vladimír Martinů;Tovární 1350/22;Třešť;58901;567224127;martinu@ctn.cz;Vysočina;Jihlava;NULL;NULL
470719;Opravny Telč, a.s.;Radkovská 230;Telč;58856;567 213 005;emise@opravnytelc.cz;Vysočina;Telč;NULL;NULL
470724;AUTO DOBROVOLNÝ V.M. s.r.o.;Okružní 3;Jihlava;58601;731562710;servis.ji@autodobrovolny.cz;Vysočina;Jihlava;NULL;NULL
470729;SME Jihlava s.r.o.;Mlýnská 5496/60;Jihlava;58601;567213645;stk3765@seznam.cz;Vysočina;Jihlava;NULL;NULL
470802;CSAO, spol. s r.o.;Bílanská 2595;Kroměříž;76701;773772228;stk@csao-km.cz;Zlínský kraj;Kroměříž;M1,N1,T;CNG,LNG,LPG,Vznětový motor,Zážehový motor
470804;DOBE-CAR s.r.o.;Tovární 1250;Holešov;76901;573397424;dobecar@dobecar.cz;Zlínský kraj;Holešov;C,M1,N1,T,Z;Vznětový motor,Zážehový motor
470806;AUTOSHOP PAULUS, spol. s r.o.;Hulínská 3221;Kroměříž;76701;4,20574E+11;stk.dapas@seznam.cz;Zlínský kraj;Kroměříž;M1,N1;CNG,LNG,LPG,Vznětový motor,Zážehový motor
470811;Miroslav Belli s.r.o.;Palackého 464;Holešov;76901;573394642;info@stk-holesov.cz;Zlínský kraj;Holešov;NULL;NULL
470813;KM AUTEXIM, spol. s r.o.;Hulínská 2383;Kroměříž;76701;573326281;stk@kromexim.cz;Zlínský kraj;Kroměříž;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LNG,LPG,Vznětový motor,Zážehový motor
470814;Střední škola - Centrum odborné přípravy technické;Nábělkova 539/3;Kroměříž;76701;573504540;alois.zak@coptkm.cz;Zlínský kraj;Kroměříž;NULL;NULL
470817;KLAS, opravárensko výrobní družstvo Kroměříž;Kaplanova 1763;Kroměříž;76701;573341070;klas.ovd@centrum.cz;Zlínský kraj;Kroměříž;NULL;NULL
470901;Martin Štěpánek;Boskovická ul.;Plumlov;79803;777563003;autoreal@volny.cz;Olomoucký kraj;Prostějov;M1,N1;Vznětový motor,Zážehový motor
470905;David Kočiřík;Vrchlického 633;Konice;79852;582396225;kocirik.david@seznam.cz;Olomoucký kraj;Konice;NULL;NULL
470906;Automechanika, a.s.;Letecká 2;Prostějov;79601;582344889;uhrin@automechanika.cz;Olomoucký kraj;Prostějov;NULL;NULL
470907;FEDOR Auto s.r.o.;Průmyslová 4533/18;Prostějov;79801;582330596;fedorauto@fedorauto.cz;Olomoucký kraj;Prostějov;NULL;NULL
470909;AUTO - Rolný v.o.s.;Brněnská 4276/88a;Prostějov;79601;582338090;servis.pv@autorolny.cz;Olomoucký kraj;Prostějov;NULL;NULL
470914;PV - AUTO spol. s r.o.;Brněnská 108;Prostějov;79601;582333779;reznicek@pvauto.cz;Olomoucký kraj;Prostějov;NULL;NULL
470916;Autoelektro Buriánek s.r.o.;Olomoucká 431/139;Držovice;79607;582365163;auto.elektro@tiscali.cz;Olomoucký kraj;Prostějov;NULL;NULL
471008;Horácké autodružstvo;Brněnská 123;Kožichovice;67401;568441327;emise@hadtr.cz;Vysočina;Třebíč;NULL;NULL
471010;Střední průmyslová škola Třebíč;Žďárského 183;Kožichovice;67401;732235316;lvorlicek@spst.cz;Vysočina;Třebíč;NULL;NULL
471019;AUTOSALON F3K, s.r.o.;Spojovací 1338;Třebíč;67401;568846350;jaroslava.dvorakova@autosalon-f3k.cz;Vysočina;Třebíč;NULL;NULL
471025;ELIŠKA MÍČOVÁ, s.r.o.;Lažínky 71;Moravské Budějovice;67602;724363293;me.micova@seznam.cz;Vysočina;Moravské Budějovice;C,M1,M2,M3,N1,N2,N3,T;CNG,LNG,LPG,Vznětový motor,Zážehový motor
471026;Autoopravna Žák a synové s.r.o.;Dolní Vilémovice 148;Dolní Vilémovice;67552;568862060;zak-sme@seznam.cz;Vysočina;Třebíč;NULL;NULL
471037;Pavel Dvořák;Nad Kralickým kopcem;Kralice nad Oslavou;67573;608770570;dvorakauto@seznam.cz;Vysočina;Náměšť nad Oslavou;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LNG,LPG,Vznětový motor,Zážehový motor
471038;J plus Z servis, s.r.o.;Průmyslová 154;Třebíč;67401;777720573;"servis@jplusz.cz; stk@trado.cz ";Vysočina;Třebíč;NULL;NULL
471041;Pavel Dvořák;Velké pole 317;Kralice nad Oslavou;67571;608770570;dvorakauto@seznam.cz;Vysočina;Náměšť nad Oslavou;NULL;NULL
471102;DEKRA CZ a.s.;Březolupy 475;Březolupy;68713;572580118;stkbrezolupy.cz@dekra.cz;Zlínský kraj;Uherské Hradiště;NULL;NULL
471104;AUTOSERVIS EGP, s.r.o.;U Olšavy 2463;Uherský Brod;68801;420 725 873 692;autoservisegp@seznam.cz;Zlínský kraj;Uherský Brod;NULL;NULL
471117;STK ARAVER, s.r.o.;U Korečnice 2834;Uherský Brod;68801;572675180;info@stkaraver.cz;Zlínský kraj;Uherský Brod;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LNG,LPG,Vznětový motor,Zážehový motor
471201;AUTO - BAYER, s.r.o.;Bučovická 299;Slavkov u Brna;68401;770120450;info@autobayer.cz;Jihomoravský kraj;Slavkov u Brna;NULL;NULL
471208;Q-SERVICE Petr Dašovský;Ždánská 576;Bučovice;68501;603819352;petr.dasovsky@wo.cz;Jihomoravský kraj;Bučovice;NULL;NULL
471220;MAN Truck & Bus Czech Republic s.r.o.;Slavkovská 1184/33;Rousínov;68301;515158211;jiri.babyrad@gmail.com;Jihomoravský kraj;Vyškov;NULL;NULL
471221;Auto Krčma Vyškov s.r.o.;Olomoucká;Vyškov;68201;4,20608E+11;prodej@autokrcma.cz;Jihomoravský kraj;Vyškov;NULL;NULL
471314;Libor Suchý, autoprodejna;Nový Šaldorf 81;Nový Šaldorf-Sedlešovice;67181;515224766;servis@liborsuchy.cz;Jihomoravský kraj;Znojmo;NULL;NULL
471318;AUTO Záruba s.r.o.;Oblekovice 34;Znojmo;67181;515 227 941 777 854 000 000 000 000;garaze-bosch@volny.cz;Jihomoravský kraj;Znojmo;NULL;NULL
471319;STK 4 you s.r.o.;Dobšická 2295/2;Znojmo;66902;537 020 666 736 636 000;autocentrum.znojmo@email.cz;Jihomoravský kraj;Znojmo;NULL;NULL
471322;Hájek a Peš s.r.o;Bantice 75, areál MAN;Bantice;67161;777875835;stk67.23znojmo@seznam.cz;Jihomoravský kraj;Znojmo;NULL;NULL
471327;Milan Kočí;Břežany 60;Břežany;67165;737259585;automilankoci@seznam.cz;Jihomoravský kraj;Znojmo;NULL;NULL
471408;Horácké autodružstvo;K Novému Nádraží;Velké Meziříčí;59401;566523141;hadvm@horacke-vm.cz;Vysočina;Velké Meziříčí;NULL;NULL
471409;AUTO DOBROVOLNÝ V.M. s.r.o.;Františky Stránecké;Velké Meziříčí;59401;566502311;servis.vm@autodobrovolny.cz;Vysočina;Velké Meziříčí;NULL;NULL
471413;AUTO JAROŠ s.r.o.;Žďárská 352;Nové Veselí;59214;566 667 262;jaros@autojaros.cz;Vysočina;Žďár nad Sázavou;C,M1,N1,T,Z;CNG,LNG,LPG,Vznětový motor,Zážehový motor
471415;Jaroslav Trojan;Soškova 660;Nové Město na Moravě;59231;739 722 125;motovysocina@centrum.cz;Vysočina;Nové Město na Moravě;NULL;NULL
471416;A U T O ... s.r.o.;Nádražní 2118/67;Žďár nad Sázavou;59101;566 624 948;servis@auto-auto.cz;Vysočina;Žďár nad Sázavou;NULL;NULL
471421;BÍTEŠSKÁ DOPRAVNÍ SPOLEČNOST, spol. s r.o.;Vlkovská;Velká Bíteš;59501;566502230+602747083;servis@bds-vb.cz;Vysočina;Velké Meziříčí;NULL;NULL
472201;SME Brno s.r.o.;Jihlavská 716/29;Brno;62500;547211202;stk3756@seznam.cz;Jihomoravský kraj;Brno;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LPG,Vznětový motor,Zážehový motor
472203;EMISE Heršpice s.r.o.;K terminálu 700/1;Brno;61900;722364409;emiseherspice@seznam.cz;Jihomoravský kraj;Brno;M1,N1;CNG,LPG,Vznětový motor,Zážehový motor
472204;TASY s.r.o.;Jedovnická 4345/11;Brno;62800;544216353;vinohrady@tasy.cz;Jihomoravský kraj;Brno;NULL;NULL
472205;INSPEKT CAR s.r.o.;Olomoucká 1283/156c;Brno;61800;739229668;stkbrnocernovice@seznam.cz;Jihomoravský kraj;Brno;NULL;NULL
472206;INSPEKT CAR s.r.o.;Olomoucká 1283/156c;Brno;61800;739 229 668;stkbrnocernovice@seznam.cz;Jihomoravský kraj;Brno;NULL;NULL
472207;LECHNER CZ, s.r.o.;Železná 691/18;Brno;61900;724469800;lechner@lechner.cz;Jihomoravský kraj;Brno;NULL;NULL
480104;JV FOODS spol. s r.o.;Zahradní 1925/44a;Bruntál;79201;552306828;stk3831@seznam.cz;Moravskoslezský kraj;Bruntál;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LNG,LPG,Vznětový motor,Zážehový motor
480114;František Steininger;Partyzánů 2344/22, 794 01, Krnov - Pod Bezručovým ;Krnov;79401;777975419;frantisek.steininger@seznam.cz;Moravskoslezský kraj;Krnov;NULL;NULL
480117;Josef Mlynarčík;Ruská 10;Bruntál;79201;606426624;josef.mlynarcik@seznam.cz;Moravskoslezský kraj;Bruntál;C,M1,N1,T;CNG,LNG,LPG,Vznětový motor,Zážehový motor
480119;VESTAP - výstavba domů a bytů, s.r.o.;Ve Vrbině 1120/4;Krnov;79401;554611413;stkkrnov@seznam.cz;Moravskoslezský kraj;Krnov;NULL;NULL
